Record ID (System);Nav Customer No;Company name;Legal Name 1;Customer Status;Priority Customer;Solution hosted Air Support;Country;Country.Region;Country.Sub Region;VAT-Free;Invoice Type;Operator;Region + Tier;Invoicing every;Tails – PPS;Tails – OC-FW, Terr;Tails – OC-FW, SAT;Tails - OC-NOTAM;Tails - Last changed;Tails - Last changed by;OC Only;Blocked;Termination received;Termination as per;Churn Reported Date;Churn SaaS-method;Churn value;Avoidable/Un-avoidable;Churn reason;Closed, last invoice date;Value DKK last Invoice;Customer Since;Integrator;Current FPL System;FPL Binding date;NDA;NDA changed;NDA Responsible;Rolling Contract;Cancel Terms;Price Group;Price escalation %;Created (System);Supplier;Sales Responsible;EU Air Safety List;Binding Date FW;Blocked Date;Blocked by;Blocked Reason;Blocker
6417;;Vand og Affald A/S Svendborg;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-06-17 08:49;;;;;;;;
6420;;Pacific States Aviation;Pacific States Aviation;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-06-20 08:10;;Brett Richard Danks;;;;;;
6422;COM14065;Auxilia AeroMedical;Auxilia AeroMedical Assistance B.V.;PotCust;;;Netherlands - NL - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Startup;;;;;;;;0,00;2022-06-20 13:48;;Anette Asklev;;;;;;
6423;;Aeroporto D'Abruzzo;Aeroporto D'Abruzzo;NonCust;;;Italy - IT - Europe;Europe;Europe Southern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-06-23 09:16;;;;;;;;
6424;;WINGX Advance GmbH;;PotCust;;;Germany - DE - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;●;2025-10-06 19:39;Z LIME Martin Bergman;;;;0,00;2022-06-24 07:58;;Anette Asklev;;;;;;
6425;;aeroplan ApS;aeroplan ApS;NonCust;;;Denmark - DK - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;●;2025-10-06 19:39;Z LIME Martin Bergman;;;;0,00;2022-06-24 08:24;;;;;;;;
6426;;Kjell Fuglestad (private);Kjell Fuglestad;NonCust;;;Norway - NO - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-06-24 09:20;;;;;;;;
6427;;GH-WINGS;GH-WINGS;PotCust;;;Ghana - GH - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Startup;;;;;;;;0,00;2022-06-24 11:41;;Anette Asklev;;;;;;
6431;;Royal FBO;Royal FBO;PotCust;;;Paraguay - PY - Americas;Americas;America, Latin and the Caribbean;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;RocketRoute;;;;;;;;0,00;2022-07-04 09:54;;Lasse Nilsson;;;;;;
6432;;L&L Charter;L&L Charter;PotCust;;;Colombia - CO - Americas;Americas;America, Latin and the Caribbean;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-04 10:08;;Lasse Nilsson;;;;;;
6433;;Greenland Airports;Greenland Airports;NonCust;;;Greenland - GL - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-04 14:27;;Brett Richard Danks;;;;;;
6434;;Keller Peak Repeater Association;Keller Peak Repeater Association;NonCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-05 09:00;;Brett Richard Danks;;;;;;
6435;COM14087;Fly Jordan Airlines;Fly Jordan Airlines;PotCust;;;Jordan - JO - Asia;Asia;Middle East;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-05 09:21;;Oliver Williams;;;;;;
6436;;Entebbe Airways;Entebbe Airways;PotCust;;;Uganda - UG - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Startup;;;;;;;;0,00;2022-07-05 09:39;;Lasse Nilsson;;;;;;
6437;COM14484;Airlec;AIRLEC AIR ESPACE;PotCust;;;France - FR - Europe;Europe;Europe Western;;Standard;GA-BA;EUR4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;ForeFlight;;;;;;;;0,00;2022-07-05 13:23;;Matias Magnasco;;;;;;
6438;COM14070;Zafer Air;Zafer Air;Customer;;;Turkey - TR - Asia;Asia;Middle East;;Standard;GA-BA;APAC5;1 month;12,00;0,00;0,00;0;2026-08-18;Lene Villumsen;;;;;;;0,00;;;;  ;2023-02-01;;PPS;2026-01-31;;;;Continues untill notice;6M;2022;8,00;2022-07-06 12:30;;Oliver Williams;;;2024-02-06;;;cm
6439;;Southern Jet;Southern Jet;PotCust;;;China - CN - Asia;Asia;Asia Eastern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2022-07-06 13:42;;John Tan;;;;;;
6440;COM14072;Professional Flight Solutions;Professional Flight Solutions;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-12 16:56;;Anette Asklev;;;;;;
6441;COM14696;Allegiant;Allegiant Air;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Navblue Navtech;;;;;;;;0,00;2022-07-12 23:37;;Brett Richard Danks;;;;;;
6442;;Keith David Le Boutillier (Private);Keith David;NonCust;;;Guernsey - GG - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-14 07:49;;;;;;;;
6443;;Aero Center (KLAL);Areo Center (KLAL);PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-14 08:21;;Brett Richard Danks;;;;;;
6444;;Areo Center (KILM);Areo Center (KILM);PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-18 08:05;;Brett Richard Danks;;;;;;
6445;;Aero Center (KILM);Aero Center (KILM);PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-18 08:10;;Brett Richard Danks;;;;;;
6446;;Aeroportos de Portugal;Aeroportos de Portugal (ANA);PotCust;;;Portugal - PT - Europe;Europe;Europe Southern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-18 15:27;;Anette Asklev;;;;;;
6447;;BBN Airlines;BBN Airlines;PotCust;;;Turkey - TR - Asia;Asia;Middle East;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Startup;;;;;;;;0,00;2022-07-19 09:20;;Oliver Williams;;;;;;
6449;COM14074;Jet Aviation Saudi Arabia;Jet Aviation Saudi Arabia Co. Ltd.;PotCust;;;Saudi Arabia - SA - Asia;Asia;Middle East;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2022-07-19 11:29;;Oliver Williams;;;;;;
6450;;Dr. Barry Titmarsh (Private);Dr. Barry Titmarsh;NonCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-20 08:21;;;;;;;;
6451;COM14654;Lido Flight Planning Solutions (Lufthansa Systems);Lufthansa Systems FlightNav AG;NonCust;;;Switzerland - CH - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-20 13:05;;Lasse Nilsson;;;;;;
6452;COM14149;Fly Dhaka Airlines Ltd;Fly Dhaka Airlines Ltd;PotCust;;;Bangladesh - BD - Asia;Asia;Asia Southern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Startup;;;;;;;;0,00;2022-07-21 08:59;;John Tan;;;;;;
6453;COM14080;ASTRA AIRWAYS;ASTRA AIRWAYS LTD.;Customer;2;;Bangladesh - BD - Asia;Asia;Asia Southern;;Standard;AIRL;APAC5;1 month;3,00;0,00;0,00;0;2025-10-09;Lene Villumsen;;;;;;;0,00;;;;  ;2022-09-29;;PPS;2025-11-30;;;;Continues untill notice;6M;2022;8,00;2022-07-21 10:23;;John Tan;;;;;;
6454;;St. Mary´s Airport;Air Traffic Services;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-22 11:20;;Anette Asklev;;;;;;
6455;;Ambroise ARMAND;Ambroise ARMAND;NonCust;;;France - FR - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-25 08:01;;;;;;;;
6456;COM14077;Air charter services Pvt.ltd;Air Charter Services Pvt Ltd;NonCust;;;India - IN - Asia;Asia;Asia Southern;;Standard;GA-BA;APAC4;1 month;0,00;0,00;0,00;0;;;;All;2025-02-20;2025-02-20;2025-02-28;2025-02-28;0,00;Unavoidable;88.894;2025-01-31; 7 935;2022-08-01;;PPS;2025-09-30;;;;Continues untill notice;6M;2022;8,00;2022-07-25 14:14;;John Tan;;;2025-02-20;Air Support;Replaced by AVIAARC;TRL
6457;;Agency of the Federal Government of Nigeria;??Agency of the Federal Government of Nigeria ???;PotCust;;;Nigeria - NG - Africa;Africa;Africa Sub-Saharan;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-25 19:00;;Anette Asklev;;;;;;
6459;COM14078;PRO AV Consulting;PRO AV Consulting;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-26 15:23;;Brett Richard Danks;;;;;;
6460;;Whitty Airways;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;;;;;;;0,00;2022-07-26 22:20;;Brett Richard Danks;;;;;;
6461;;DynamicSource;DynamicSource AB;NonCust;;;Sweden - SE - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;●;2025-10-06 19:39;Z LIME Martin Bergman;;;;0,00;2022-07-27 10:11;;;;;;;;
6462;COM14079;Dux Express;Dux Express;PotCust;;;Brazil - BR - Americas;Americas;America, Latin and the Caribbean;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2022-07-27 19:22;;Matias Magnasco;;;;;;
6463;;The Jersey Amateur Radio Society;The Jersey Amateur Radio Society;NonCust;;;Jersey - JE - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-28 08:14;;;;;;;;
6464;;APP Jet Center KHEF;APP Jet Center;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-29 08:48;;Brett Richard Danks;;;;;;
6465;;APP Jet Center KSUA;App Jet Center;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-07-29 08:52;;Brett Richard Danks;;;;;;
6466;;Gözen Digital Aviation;Gözen Teknoloji ve Bilişim Anonim Şirketi;NonCust;;;Turkey - TR - Asia;Asia;Middle East;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;●;2025-10-06 19:39;Z LIME Martin Bergman;;;;0,00;2022-08-02 11:17;;Oliver Williams;;;;;;
6468;;Aerocn Limited;Aerocn Limited;PotCust;;;Hong Kong - HK - Asia;Asia;Asia Eastern;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;●;2025-10-06 19:39;Z LIME Martin Bergman;;;;0,00;2022-08-02 13:03;;John Tan;;;;;;
6469;COM14082;Propair;Propair Inc.;PotCust;;;Canada - CA - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-03 09:20;;Lasse Nilsson;;;;;;
6471;COM14083;FLYYO;Aerro Direkt SRL;PotCust;;;Romania - RO - Europe;Europe;Europe Eastern;;Standard;AIRL;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2022-08-04 15:44;;Matias Magnasco;;;;;;
6473;COM14084;ROM Cargo;ROM Cargo;Customer via;;;Romania - RO - Europe;Europe;Europe Eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;2025-04-23;;PPS;;;;;;;;0,00;2022-08-05 12:06;;Oliver Williams;;;;;;
6474;;Nuno Baptista (Private);Nuno Baptista;NonCust;;;Portugal - PT - Europe;Europe;Europe Southern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-08 07:43;;;;;;;;
6475;;Zoltan Herczeg (Private);Zoltan Herczeg;PotCust;;;Hungary - HU - Europe;Europe;Europe Eastern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-08 11:55;;Anette Asklev;;;;;;
6476;COM14119;Sentra Airways;Sentra Airways Ltd;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;Standard;AIRL;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;2023-01-01;;;2027-12-31;;;;Continues untill notice;6M;2022;8,00;2022-08-09 08:41;;;;;;;;
6477;COM14085;Flexair;Flexair;PotCust;;;Angola - AO - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-10 13:26;;Anette Asklev;;;;;;
6478;;Juha Vuorenalho;Juha Vuorenalho;NonCust;;;Finland - FI - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-10 14:47;;;;;;;;
6480;COM14086;Sky Vision Airlines B Finance;Sky Vision airlines;Customer;3;;Switzerland - CH - Europe;Europe;Europe Western;;Standard;AIRL;AFR4;1 month;7,00;0,00;0,00;0;2026-06-02;Lene Villumsen;;;;;;;0,00;;;;  ;2022-10-01;;PPS;2027-07-31;;;;Continues untill notice;12M;2022;8,00;2022-08-10 20:52;;Lasse Nilsson;;;;;;
6481;;Jet Centers Of Colorado;Jet Centers Of Colorado;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-11 08:25;;Brett Richard Danks;;;;;;
6482;COM14090;Legend Airlines SRL;Legend Airlines S.R.L.;Quarantine;2;;Romania - RO - Europe;Europe;Europe Eastern;;Standard;AIRL;EUR5;1 month;2,00;0,00;0,00;0;2026-01-06;Lene Villumsen;;All;2026-01-01;2026-01-01;2026-01-31;2026-01-01;183.717,00;Unavoidable;Customer shut down, 3 out 4 AC sold. Might start up again. Middleeast situation 26032026;;  ;2022-11-01;;PPS;2027-10-31;;;;Continues untill notice;6M;2022;8,00;2022-08-11 09:50;;Matias Magnasco;;2027-10-31;2025-12-16;Air Support;No communication, no payment;TRL
6483;COM14554;DextraData (Logipad Aero)(Modern Work);DextraData Aviation Technologies GmbH;NonCust;;;Germany - DE - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;●;2026-08-05 10:41;Z LIME ms inbox;;;;0,00;2022-08-12 08:13;;;;;;;;
6485;;Stephen Young;Stephen Young;NonCust;;;Singapore - SG - Asia;Asia;Asia South-eastern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-12 10:02;;John Tan;;;;;;
6486;;Liberia Airways;Liberia Airways;PotCust;;;Liberia - LR - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-15 07:49;;Lasse Nilsson;;;;;;
6487;;Panorama Airways;Panorama Airways;PotCust;;;Uzbekistan - UZ - Asia;Asia;Middle East;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-15 14:28;;Oliver Williams;;;;;;
6488;COM14097;Kyrgyz Airways;Kyrgyz Airways;PotCust;;;Kyrgyzstan - KG - Asia;Asia;Middle East;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-15 14:34;;Oliver Williams;;;;;;
6489;COM14089;Greater Bay Airlines;GREATER BAY AIRLINES COMPANY LIMITED;Pending Delivery;1;●;Hong Kong - HK - Asia;Asia;Asia Eastern;;Standard;AIRL;APAC4;1 month;0,00;0,00;0,00;0;2025-10-21;Lene Villumsen;;;;;;;0,00;;;;  ;2024-09-02;;PPS;2029-12-31;●;2026-08-27 15:49;Lonnie Dahl;Continues untill notice;12M;TR 2024;5,00;2022-08-17 09:08;;John Tan;;;;;;
6490;;Vestas;;NonCust;;;Denmark - DK - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-17 10:51;;;;;;;;
6491;COM14435;FarCargo;FarCargo;PotCust;;;Faroe Islands - FO - Europe;Europe;Europe Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP with PPS;;;;;;;;0,00;2022-08-18 10:14;;Lasse Nilsson;;;;;;
6492;;Executive Jet Management Europe;Executive Jet Management Europe;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-18 15:29;;Matias Magnasco;;;;;;
6494;;AIR BELGIUM;AIR BELGIUM;Customer via;2;;Belgium - BE - Europe;Europe;Europe Western;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;2024-05-02;;FSP with PPS;;;;;;;;0,00;2022-08-22 10:23;;;;;;;;
6496;;Lazar Milošević (Private);Lazar Milošević;NonCust;;;Serbia - RS - Europe;Europe;Europe Southern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-22 14:15;;;;;;;;
6497;;BlueWater;Blue Water;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-23 09:51;;;;;;;;
6499;;KSUN Airport;KSUN Airport;NonCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-25 08:05;;Brett Richard Danks;;;;;;
6500;;Henrik Rasmussen;Henrik Rasmussen;NonCust;;;Denmark - DK - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-25 10:22;;Henrik Rasmussen;;;;;;
6501;COM14168;ITA AIRWAYS;ITALIA TRASPORTO AEREO S.P.A;PotCust;;;Italy - IT - Europe;Europe;Europe Southern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Lufthansa Lido;;;2022-08-31 08:42;Andy Karamallakis;;;;0,00;2022-08-25 16:01;;Lasse Nilsson;;2023-10-02;;;;
6503;COM14094;Aerus;Aerotransportes Rafilher S.A. de C.V;Customer;;;Mexico - MX - Americas;Americas;America, Latin and the Caribbean;;Standard;AIRL;AME4;1 month;7,00;6,00;0,00;0;2026-05-05;Lene Villumsen;;;;;;;0,00;;;;  ;2022-11-24;;PPS;2026-03-30;;;;Continues untill notice;6M;2022;8,00;2022-08-25 19:36;;Matias Magnasco;;;;;;
6504;COM14091;Ideal Aviation Support;Ideal Aviation Support Services Limited;PotCust;;;Nigeria - NG - Africa;Africa;Africa Sub-Saharan;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2022-08-26 08:14;;Anette Asklev;;;;;;
6506;COM14092;AFRICA AIRLINES;Africa Airlines;PotCust;;;Congo - CG - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP without PPS;;;;;;;;0,00;2022-08-29 11:18;;Anette Asklev;;;;;;
6507;;Austrian Airlines;Austrian Airlines;PotCust;;;Austria - AT - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-29 11:30;;Lasse Nilsson;;;;;;
6509;COM14093;Bass Aero;Bass Aero PTE LTD;Customer;3;;Singapore - SG - Asia;Asia;Asia South-eastern;;New FSP;FSP;APAC5;1 month;0,00;0,00;0,00;0;2025-10-22;Bjarne Krog;;;;;;;0,00;;;;  ;2022-10-28;;PPS;2027-11-30;;;;Continues untill notice;6M;2022;8,00;2022-08-29 14:16;;John Tan;;;;;;
6510;;Vardhman;Vardhman Llc;PotCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-08-29 20:18;;;;;;;;
6511;;SelcaSoft;SelcaSoft ApS;NonCust;;;Denmark - DK - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;●;2025-10-06 19:40;Z LIME Martin Bergman;;;;0,00;2022-08-30 12:51;;;;;;;;
6514;;Skip Aviation;Skip Aviation Consultants;PotCust;;;South Africa - ZA - Africa;Africa;Africa Sub-Saharan;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Home built sytem;;;;;;;;0,00;2022-08-31 16:09;;Anette Asklev;;;;;;
6516;;FlightKeys 5D (Flightkeys);Flightkeys GmbH;NonCust;;;Austria - AT - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;●;2026-06-03 10:44;Z LIME ms inbox;;;;0,00;2022-09-02 09:43;;Lasse Nilsson;;;;;;
6517;;RocketRoute;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-02 09:48;;Lasse Nilsson;;;;;;
6518;;Sabre;Sabre GLBL Inc.;NonCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-02 09:59;;Brett Richard Danks;;;;;;
6520;;JeppesenForeflight / Jetplanner (Boeing);;NonCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-02 10:11;;Brett Richard Danks;;;;;;
6522;;LAMINAAR (ARMS);LAMINAAR AVIATION INFOTECH (INDIA) PVT LTD.;NonCust;;;India - IN - Asia;Asia;Asia Southern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-02 10:46;;John Tan;;;;;;
6524;;Clay Lacy Aviation KSNA;Clay Lacy Aviation;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-02 17:28;;Brett Richard Danks;;;;;;
6527;;FlightAware;FlightAware;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;●;2026-08-27 07:17;Lene Holdgaard Clausen;;;;0,00;2022-09-05 11:00;●;;;;;;;
6528;;Flightradar24;FlightRadar24;NonCust;;;Sweden - SE - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-05 11:10;;;;;;;;
6529;;AirNav RadarBox;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-05 11:18;;;;;;;;
6530;;Plane Finder;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-05 11:34;;;;;;;;
6531;;WSI Fusion (IBM);;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-05 12:37;;;;;;;;
6532;;(Duplicate) Satcom Direct;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-05 12:39;;;;;;;;
6533;;SITA OptiClimb;;NonCust;;;Switzerland - CH - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;;2023-05-03 09:17;Jan Mikkelsen;;;;0,00;2022-09-05 12:41;;;;;;;;
6535;;Universal Weather & Aviation;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Navblue Navtech;2029-01-01;;;;;;;0,00;2022-09-05 13:01;;Brett Richard Danks;;;;;;
6536;;SkedFlex Flight Planning (eTT AVIATION);;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-05 13:03;;Thomas Johannsen;;;;;;
6537;;FFS Flight Planning;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2022-09-05 13:09;;Lasse Nilsson;;;;;;
