Company.Nav Customer No,Company,Company.Customer Status,Company.Company name,Company.Country.Region,Company.Country.Sub Region,Company.Country,"Company.Closed, last invoice date", 2 022,Dev22-23, 2 023,Dev23-24, 2 024,Dev24-25,"2,025.00",Year to date,Last 12 months,Last year to date,Last financial year,Company.Invoice Type,Company.Region + Tier,Company.Operator,Balance,Balance NOT Due,Due 1-30 days,Due 31-60 days,Due 61-90 days,Due > 90 days,Record ID (System),Company.Fleet Size,Company.Customer Since,Company.Currency
COM13951,SkyAlps - Italy,Customer,SkyAlps,Europe,Europe Southern,Italy - IT - Europe,, 23 611,429%, 124 808,87%, 232 975,73%,"402,429.00","273,209.00","452,785.00","222,853.00","402,429.00",Standard,EUR4,AIRL,"39,335.00",0.00,"39,335.00",0.00,0.00,0.00,1856,10,2022-01-12,EUR
,,,,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,1857,,,
COM13953,"AeroSolutionKorea - Korea, Republic of",PotCust,AeroSolutionKorea,Asia,Asia Eastern,"Korea, Republic of - KR - Asia",,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1858,0,,EUR
COM13954,AIR CARGO GLOBAL - Slovakia,NonCust,AIR CARGO GLOBAL,Europe,Europe Eastern,Slovakia - SK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1859,0,,EUR
COM13955,MAE Aircraft Management (MENA CARGO) - Bahrain,Quarantine,MAE Aircraft Management (MENA CARGO),Asia,Middle East,Bahrain - BH - Asia,, 29 591,-57%, 12 602,370%, 59 258,-100%,0.00,0.00,0.00,0.00,0.00,Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1860,1,2021-11-01,EUR
COM13956,Nomadic Aviation Group - United States of America,Customer,Nomadic Aviation Group,Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,FSP,"5,625.00","5,625.00",0.00,0.00,0.00,0.00,1861,0,2026-07-06,USD
COM13957,MANASIK AVIATION - Saudi Arabia,PotCust,MANASIK AVIATION,Asia,Middle East,Saudi Arabia - SA - Asia,, 25 626,28%, 32 735,2%, 33 419,87%,"62,550.00","16,279.00","41,542.00","37,287.00","62,550.00",Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1862,2,2022-02-25,USD
COM13958,"AA Corporation - Korea, Republic of",PotCust,AA Corporation,Asia,Asia Eastern,"Korea, Republic of - KR - Asia",,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1863,0,,USD
COM13959,Compass Airways Belgium - Belgium,NonCust,Compass Airways Belgium,Europe,Europe Western,Belgium - BE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1864,0,,EUR
COM13960,NEXUS INDIA - India,Customer,NEXUS INDIA,Asia,Asia Southern,India - IN - Asia,, 117 329,9%, 127 796,73%, 220 679,-6%,"207,863.00","119,327.00","206,849.00","120,342.00","207,863.00",New FSP,APAC5,FSP,"24,055.00",0.00,"16,241.00","7,814.00",0.00,0.00,1865,0,2022-01-05,USD
COM13961,MET EXPRESS AIR - Philippines,PotCust,MET EXPRESS AIR,Asia,Asia South-eastern,Philippines - PH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1866,,2023-01-12,USD
COM13962,247 Aviation - United Kingdom of Great Britain and Northern Ireland,PotCust,247 Aviation,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1867,0,,EUR
COM13963,SPARFELL Airways SA - Switzerland,PotCust,SPARFELL Airways SA,Europe,Europe Western,Switzerland - CH - Europe,, 65 802,-3%, 63 869,-27%, 46 480,-100%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1868,1,2021-12-01,EUR
COM13964,Premier International - Australia,PotCust,Premier International,Oceania,Australia and New Zealand,Australia - AU - Oceania,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,1869,0,,EUR
COM13965,Poonawalla Aviation - India,Customer via,Poonawalla Aviation,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1870,0,2024-04-29,EUR
COM13966,Saudi MedEvac - Saudi Arabia,PotCust,Saudi MedEvac,Asia,Middle East,Saudi Arabia - SA - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1871,0,,EUR
COM13967,Avidus Jet Management - United Kingdom of Great Britain and Northern Ireland,PotCust,Avidus Jet Management,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1872,0,,EUR
COM13968,Natireva (Air Moana) - French Polynesia,Customer,Natireva (Air Moana),Oceania,Polynesia,French Polynesia - PF - Oceania,, 71 519,77%, 126 300,7%, 135 444,15%,"156,165.00","119,842.00","194,179.00","81,828.00","156,165.00",Standard,APAC5,AIRL,"-11,790.00",0.00,0.00,"-11,790.00",0.00,0.00,1873,3,2022-02-20,EUR
COM13969,PELICAN AIR SERVICES Ltd - Nigeria,PotCust,PELICAN AIR SERVICES Ltd,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1874,0,2022-01-07,USD
COM13970,Air Mauritius - Mauritius,PotCust,Air Mauritius,Africa,Africa Sub-Saharan,Mauritius - MU - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1875,0,,EUR
COM13971,Kunooz Airlines (Egypt) - Egypt,PotCust,Kunooz Airlines (Egypt),Africa,Africa Northern,Egypt - EG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1876,0,,EUR
COM13972,Fly LeOne - Italy,PotCust,Fly LeOne,Europe,Europe Southern,Italy - IT - Europe,,  ,0%, 6 503,-73%, 1 754,-100%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1877,1,2023-04-04,EUR
COM13973,KNMI – EMADDC - Netherlands,NonCust,KNMI – EMADDC,Europe,Europe Western,Netherlands - NL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,,0.00,0.00,0.00,0.00,0.00,0.00,1878,0,2021-12-12,EUR
COM13974,AIR EXPLORE - Slovakia,Customer,AIR EXPLORE,Europe,Europe Eastern,Slovakia - SK - Europe,, 80 488,-9%, 72 877,19%, 86 379,5%,"91,044.00","68,868.00","102,905.00","57,007.00","91,044.00",Standard,EUR4,AIRL,"6,789.00",0.00,"6,789.00",0.00,0.00,0.00,1879,17,2022-02-01,EUR
COM13975,AEROCONTROL - United Arab Emirates,Customer,AEROCONTROL,Asia,Middle East,United Arab Emirates - AE - Asia,, 31 773,13%, 35 928,38%, 49 467,-53%,"23,166.00","16,804.00","29,239.00","10,731.00","23,166.00",Old FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1880,0,2022-01-01,EUR
COM13977,RwandAir - Rwanda,PotCust,RwandAir,Africa,Africa Sub-Saharan,Rwanda - RW - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1881,15,,EUR
COM13978,AMS Aero (billing company for HCAA) - Greece,Customer,AMS Aero (billing company for HCAA),Europe,Europe Southern,Greece - GR - Europe,, 31 441,0%, 31 511,8%, 34 041,8%,"36,807.00",0.00,"36,807.00",0.00,"36,807.00",Old,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1882,1,2021-12-22,EUR
COM13979,Green Airlines - Germany,PotCust,Green Airlines,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1883,0,,EUR
,,,,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,1884,,,
COM13981,Celeste Air - France,Customer via,Celeste Air,Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1885,0,2025-12-07,EUR
COM13982,Flairway Aviation - Rwanda,PotCust,Flairway Aviation,Africa,Africa Sub-Saharan,Rwanda - RW - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1886,0,,EUR
COM13983,AeroItalia - Italy,Customer,AeroItalia,Europe,Europe Southern,Italy - IT - Europe,,  ,0%,  ,0%,  ,0%,0.00,"344,405.00","344,405.00",0.00,0.00,Standard,EUR4,AIRL,"344,474.00",0.00,"57,412.00","57,412.00","57,412.00","172,237.00",1887,14,2025-10-09,EUR
COM13984,Air Independence GmbH - Germany,PotCust,Air Independence GmbH,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1888,0,,EUR
COM13985,Airstream - Czechia,PotCust,Airstream,Europe,Europe Eastern,Czechia - CZ - Europe,, 45 764,82%, 83 069,-92%, 6 904,-100%,0.00,0.00,0.00,0.00,0.00,Standard,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1889,6,2018-01-03,EUR
COM13986,ASIAN AEROSPACE - Philippines,PotCust,ASIAN AEROSPACE,Asia,Asia South-eastern,Philippines - PH - Asia,, 12 169,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1890,0,2022-01-06,EUR
COM13987,Aviation Horizons - Saudi Arabia,Pending Closure,Aviation Horizons,Asia,Middle East,Saudi Arabia - SA - Asia,, 131 200,-6%, 122 728,-32%, 83 010,-36%,"53,242.00","33,584.00","55,780.00","31,046.00","53,242.00",Standard,APAC5,GA-BA,"3,761.00",0.00,"3,761.00",0.00,0.00,0.00,1891,4,2022-01-12,EUR
COM13990,Mountain Air Cargo - United States of America,Customer,Mountain Air Cargo,Americas,"America, Northern",United States of America - US - Americas,, 319 312,42%, 454 437,19%, 538 832,-5%,"512,572.00","289,377.00","497,003.00","304,946.00","512,572.00",Standard,AME4,AIRL,"39,709.00",0.00,"39,709.00",0.00,0.00,0.00,1892,23,2016-04-01,USD
COM13991,Citijet Air Charter - South Africa,PotCust,Citijet Air Charter,Africa,Africa Sub-Saharan,South Africa - ZA - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1893,0,,EUR
COM13992,Flight Pit Stop - United Arab Emirates,Customer,Flight Pit Stop,Asia,Middle East,United Arab Emirates - AE - Asia,, 38 061,32%, 50 188,-11%, 44 842,10%,"49,295.00","32,149.00","51,863.00","29,582.00","49,295.00",New FSP,APAC5,FSP,"9,648.00",0.00,"4,261.00","5,387.00",0.00,0.00,1894,0,2022-01-13,EUR
COM13994,Jet Aviation - Switzerland,PotCust,Jet Aviation,Europe,Europe Western,Switzerland - CH - Europe,, 99 478,-38%, 62 169,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1895,4,2021-06-02,EUR
COM13995,Fly Fast Airlines - Russian Federation,Quarantine,Fly Fast Airlines,Europe,Europe Eastern,Russian Federation - RU - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1896,0,,EUR
COM13996,QA Aviation (Former: Queen Air s.r.o) - Czechia,Customer,QA Aviation (Former: Queen Air s.r.o),Europe,Europe Eastern,Czechia - CZ - Europe,, 43 521,1%, 44 052,-12%, 38 743,7%,"41,557.00","17,851.00","35,175.00","24,233.00","41,557.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1897,3,2022-02-01,EUR
COM13997,FORTIS - United States of America,PotCust,FORTIS,Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1898,0,,USD
COM13998,Aviacon Zitotrans JSC - Russian Federation,Quarantine,Aviacon Zitotrans JSC,Europe,Europe Eastern,Russian Federation - RU - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1899,0,,EUR
COM13999,Sriwijaya Air - Indonesia,Customer via,Sriwijaya Air,Asia,Asia South-eastern,Indonesia - ID - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1900,13,2024-04-29,USD
COM14001,Holiday Europe - Bulgaria,NonCust,Holiday Europe,Europe,Europe Eastern,Bulgaria - BG - Europe,, 78 676,-121%,- 16 625,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1901,1,2022-02-04,EUR
COM14002,FVL AVIATION LTD - United Kingdom of Great Britain and Northern Ireland,PotCust,FVL AVIATION LTD,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1902,0,,EUR
COM14003,QATAR AIRWAYS - Qatar,PotCust,QATAR AIRWAYS,Asia,Middle East,Qatar - QA - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1903,0,,EUR
COM14004,IFLY AIR - Kenya,PotCust,IFLY AIR,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1904,0,2023-02-01,EUR
COM14005,YEMENIA - Yemen,"Customer, on hold",YEMENIA,Asia,Middle East,Yemen - YE - Asia,,  ,0%, 352 643,25%, 440 503,-47%,"233,932.00",0.00,"17,867.00","216,065.00","233,932.00",Standard,APAC4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1905,5,2023-01-01,USD
COM14006,Motu Link - French Polynesia,PotCust,Motu Link,Oceania,Polynesia,French Polynesia - PF - Oceania,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1906,0,,EUR
COM14007,Manx Jet Management Ltd. - Isle of Man,PotCust,Manx Jet Management Ltd.,Europe,Europe Northern,Isle of Man - IM - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1907,0,,EUR
COM14008,Falcon Wings Aviation Academy - Saudi Arabia,Customer,Falcon Wings Aviation Academy,Asia,Middle East,Saudi Arabia - SA - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1908,0,2026-01-02,USD
COM14009,FSP MAYFAIR - United Arab Emirates,Customer,FSP MAYFAIR,Asia,Middle East,United Arab Emirates - AE - Asia,, 31 401,41%, 44 172,8%, 47 635,7%,"51,088.00","32,591.00","53,891.00","29,788.00","51,088.00",New FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1909,0,2022-02-14,EUR
COM14010,EACS - Libya,PotCust,EACS,Africa,Africa Northern,Libya - LY - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1910,0,,EUR
COM14011,XEJET Airlines - Nigeria,Customer,XEJET Airlines,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,,  ,0%, 76 309,96%, 149 298,78%,"265,217.00","161,208.00","283,399.00","143,026.00","265,217.00",Standard,AFR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1911,10,2023-01-05,USD
,Myanmar National Airlines (MNA) - Myanmar,PotCust,Myanmar National Airlines (MNA),Asia,Asia South-eastern,Myanmar - MM - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1912,0,,EUR
COM14013,GIG AVIATION - Nigeria,PotCust,GIG AVIATION,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1913,0,,USD
COM14014,VistaJet (Malta) - Malta,Customer,VistaJet (Malta),Europe,Europe Southern,Malta - MT - Europe,, 162 324,97%, 319 405,13%, 360 752,0%,"361,026.00","227,712.00","378,213.00","210,525.00","361,026.00",Standard,EUR4,GA-BA,"32,540.00",0.00,"32,540.00",0.00,0.00,0.00,1914,20,2022-09-13,EUR
COM14015,MTR EXPRESS - Malaysia,PotCust,MTR EXPRESS,Asia,Asia South-eastern,Malaysia - MY - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1915,0,,USD
COM14016,AIR CONNECT - Romania,Customer via,AIR CONNECT,Europe,Europe Eastern,Romania - RO - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1916,0,2024-04-09,EUR
COM14017,IFUEL - Saudi Arabia,Quarantine,IFUEL,Asia,Middle East,Saudi Arabia - SA - Asia,, 5 347,"1,168%", 67 800,9%, 73 942,11%,"81,960.00","44,304.00","78,474.00","47,790.00","81,960.00",New FSP,APAC5,FSP,"29,547.00",0.00,0.00,"7,387.00","7,387.00","14,773.00",1917,0,2022-10-01,EUR
COM14018,ExecuJet Europe A/S - Denmark,PotCust,ExecuJet Europe A/S,Europe,Europe Northern,Denmark - DK - Europe,, 121 869,-70%, 36 922,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1918,0,2020-06-01,EUR
COM14019,Shannon Air Ground Handling - Ireland,PotCust,Shannon Air Ground Handling,Europe,Europe Northern,Ireland - IE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1919,0,,EUR
COM14020,Wiseway Cargo Airlines - Australia,Quarantine,Wiseway Cargo Airlines,Oceania,Australia and New Zealand,Australia - AU - Oceania,, 39 219,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1920,0,2022-10-01,EUR
COM14021,AirSWIFT - Philippines,PotCust,AirSWIFT,Asia,Asia South-eastern,Philippines - PH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1921,0,,USD
COM14022,SMJet - San Marino,Customer,SMJet,Europe,Europe Southern,San Marino - SM - Europe,, 38 898,81%, 70 572,8%, 76 035,7%,"81,027.00","51,107.00","84,885.00","47,249.00","81,027.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1922,2,2022-03-04,EUR
COM14023,Myanmar Airways International (MAI) - Myanmar,Customer,Myanmar Airways International (MAI),Asia,Asia South-eastern,Myanmar - MM - Asia,,  ,0%, 449 751,3%, 462 701,9%,"504,392.00","321,159.00","541,490.00","284,061.00","504,392.00",Standard,APAC4,AIRL,"57,684.00",0.00,"57,684.00",0.00,0.00,0.00,1923,11,2022-08-01,EUR
COM14024,SATA INTERNATIONAL - Portugal,Pending Closure,SATA INTERNATIONAL,Europe,Europe Southern,Portugal - PT - Europe,,  ,0%, 164 847,248%, 573 040,-100%,-163.00,"186,002.00","-162,599.00","348,437.00",-163.00,Standard,EUR4,AIRL,"186,060.00",0.00,"26,580.00","26,580.00","26,580.00","106,320.00",1924,9,2023-01-02,EUR
COM14025,Sorens Aero - Malta,Customer,Sorens Aero,Europe,Europe Southern,Malta - MT - Europe,, 65 718,-17%, 54 403,-77%, 12 270,7%,"13,166.00","8,304.00","13,792.00","7,677.00","13,166.00",Standard,EUR5,GA-BA,"1,187.00",0.00,"1,187.00",0.00,0.00,0.00,1925,0,2022-05-01,EUR
COM14026,MAKSIM SYRYTSA - Poland,PotCust,MAKSIM SYRYTSA,Europe,Europe Eastern,Poland - PL - Europe,, 31 897,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,New FSP,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1926,1,2022-03-16,USD
COM14027,Air Seychelles - Seychelles,Customer,Air Seychelles,Africa,Africa Sub-Saharan,Seychelles - SC - Africa,,  ,0%, 255 148,13%, 287 493,2%,"294,237.00","180,431.00","303,089.00","171,579.00","294,237.00",Standard,AFR4,AIRL,"25,784.00",0.00,"25,784.00",0.00,0.00,0.00,1927,7,2023-01-01,EUR
COM14028,ALAR AVIATION d.o.o.(Tinadar) - Slovenia,NonCust,ALAR AVIATION d.o.o.(Tinadar),Europe,Europe Southern,Slovenia - SI - Europe,,  ,0%, 20 903,82%, 37 985,-72%,"10,721.00",0.00,0.00,"10,721.00","10,721.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1928,2,2022-03-18,EUR
COM14029,InterCaribbean Airways - Turks and Caicos Islands,Customer,InterCaribbean Airways,Americas,"America, Latin and the Caribbean",Turks and Caicos Islands - TC - Americas,,  ,0%, 110 016,318%, 460 316,-5%,"438,637.00","351,165.00","530,934.00","258,868.00","438,637.00",Standard,AME4,AIRL,"62,609.00",0.00,"55,665.00","6,944.00",0.00,0.00,1929,11,2023-03-21,USD
,SKY VISION AIRLINES A Operation - Egypt,Customer via,SKY VISION AIRLINES A Operation,Africa,Africa Northern,Egypt - EG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,AFR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1930,6,2022-08-10,EUR
COM14031,Sahel Aviation Service - Mali,PotCust,Sahel Aviation Service,Africa,Africa Sub-Saharan,Mali - ML - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1931,0,,EUR
COM14032,AMAZAIR - Cayman Islands,PotCust,AMAZAIR,Americas,"America, Latin and the Caribbean",Cayman Islands - KY - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1932,0,,USD
COM14033,MASARAT AVIATION - Saudi Arabia,PotCust,MASARAT AVIATION,Asia,Middle East,Saudi Arabia - SA - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1933,0,,USD
COM14034,RAS JET SERVICES - United Kingdom of Great Britain and Northern Ireland,PotCust,RAS JET SERVICES,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1934,0,,EUR
COM14035,KM Malta Airlines (ex Air Malta) - Malta,PotCust,KM Malta Airlines (ex Air Malta),Europe,Europe Southern,Malta - MT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1935,8,,EUR
COM14036,Eznis Airways LLC - Mongolia,Quarantine,Eznis Airways LLC,Asia,Asia Eastern,Mongolia - MN - Asia,, 63 534,220%, 203 121,-4%, 194 979,-83%,"32,992.00",0.00,0.00,"32,992.00","32,992.00",Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1936,1,2022-05-26,EUR
COM14037,NASJET - Saudi Arabia,PotCust,NASJET,Asia,Middle East,Saudi Arabia - SA - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1937,0,,USD
COM14038,Alpha Star Aviation Services/ Infinity Aviation Academy - Saudi Arabia,Customer,Alpha Star Aviation Services/ Infinity Aviation Academy,Asia,Middle East,Saudi Arabia - SA - Asia,, 42 055,3%, 43 282,10%, 47 490,-2%,"46,664.00","54,583.00","54,583.00","46,664.00","46,664.00",Old,APAC5,GA-BA,"54,328.00",0.00,0.00,"54,328.00",0.00,0.00,1938,12,2022-06-21,USD
COM14039,Freedom Airline Express - Kenya,PotCust,Freedom Airline Express,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1939,0,,EUR
COM14040,Super Air Jet - Indonesia,PotCust,Super Air Jet,Asia,Asia South-eastern,Indonesia - ID - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1940,0,,USD
,,,,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,1941,,,
COM14042,AFJETS - Malaysia,PotCust,AFJETS,Asia,Asia South-eastern,Malaysia - MY - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1942,0,2022-05-10,USD
COM14043,FTC CONSULTING - Switzerland,NonCust,FTC CONSULTING,Europe,Europe Western,Switzerland - CH - Europe,, 31 608,82%, 57 534,-46%, 30 972,-100%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1943,1,2022-04-19,EUR
COM14044,BESTFLY TICV - Cabo Verde,PotCust,BESTFLY TICV,Africa,Africa Sub-Saharan,Cabo Verde - CV - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1944,0,,EUR
